tweet,text,class
1227562222,when r u getting swb here on twitter? then we all can bash him for his post deleting habit too ,pos
1228854608,"i have good intentions, but I'm absurdly addicted to being connected...that or my family is boring ",pos
1229121755,"yah man, I'm holdin' out for your pic...eyelids gettin' heavy and all this mellow music is doin' me in... ",pos
1230135766,LOL! I may get confused with css  Thanks for the help.,pos
1231261704,"Good friend, Cindy had her baby last night and texted me before and after the birth with all the info. i feel so loved! ",pos
1230240036,Hang around Carlos Whittaker some...he'll help you with the hate.  ,pos
1229666551,"I wish Apple made a dedicated turn-by-turn GPS device (i don't count the iPhone), the choice would be  simple then ",pos
1229399210,"Get well soon, Tris. Glad to hear that USER is there ",pos
1228147349,Feeling hungry but better! Thx 4 asking ,pos
1228989348,URL -&gt; pt melomani ,pos
1230078365,thanks!  ,pos
1229584713,Meant I don't seem to grasp Twitter on the iPhone btw ,pos
1230515839,was skype-ing with my parents and older sis who just left to board their flight. HK free internet sucks ,neg
1229710227,"For those of you who don't have a Mac...get one ASAP! It's changed my life! I promise, once you go Mac, you'll never go back....LOL",pos
1226527207,"Good morning!  Contemporary fiction.   Love, life, relationships, and DRAMA.  My second book is an urban mystery.  ",pos
1230069760,Keep your chin up. ,pos
1228865270, Feel better soon! We'll regain it all at UH soon enough.,neg
1230454129,"oh yeah, or just post the same one all the time to get more vids on it.  Going to a friends, lol new pics will probably come up ",pos
1229411601,HariUSER As UssualUSER sweet homey..,pos
1229997259,Didn't know you had a daughter... ,pos
1230302626,I think it went over really well....  I hope you got some visitors out of it - am still making my rounds... ,pos
1228104449,congratulations!! ,pos
1230678837,URL -  pretty!,pos
1229488177,Haha-I might get beat up-he just lives around the corner from me  ,pos
1230821502,"Too funny, LOL : )",pos
1230597277,"On the train to Bern, fully packed with people and bags. Wish I had first class ",pos
1230158177,I'm still sorry I missed him last time he came through  Told Em I'd take her next time *hint*,neg
1229102905,you're giving one to me for my awesome review ,pos
1227711697,Happy Thanksgiving to all fellow early birds getting their turkeys ready for the oven! All stores closed today. Enjoy the holiday! ,pos
1228764547,Son of a Fuck. Stuck in my parents driveway. My dad is digging us out. I broke a shovel already.  fail,neg
1230496708,"Hows The RAM? 250, 360, 360gb's Damn Dude.i only have 160gb ",neg
1229914713,Just rang for the Salvation Army at Wally World! Me and Meg rocked Feliz Navidad till they paid us to stop ,pos
1231198068,"Just noticed your reply bout my kid, thanks...I think so...I could be biased I guess ",pos
1229350927,"sadly not Eunice, haven't dated anyone since 2003  maybe its time to start again.. Any tips pls?",neg
1229786807,good. ,pos
1229138022,placam se v opensolarisu ,pos
1230581605,"My kids did all the time with Dr. Suess's ""Sleep Book"" when they were younger. ",pos
1228949392,This movie I can watch over and over again... tissue please!!! ,neg
1229073771,"Had a noice celebration in Downtown Los Angeles. Plenty of crazy and mostly friendly drunk ppl. (I should know, I don't drink!) ",pos
1229674712,"If the Tulip trip fits in my schedule, I am totally in. When were you thinking? USER must be indoctrinated. ",pos
1228361233,I've never met a moat girl ,pos
1228862623,By hurl I mean threw up. He had no idea what was happening to him. Very sad to see.  ,neg
1229078079,Damn. I've actually reformatted the drive several times. Eventually becomes read only every time ,neg
1229416514,"I just play blitz chess (5, 2 and 1 minute matches), so email chess is pretty much not an option ",pos
1230593306,"Off home to clean up, shave, throw on a suit, then off for staff xmas dinner ",pos
1229027536,Selling my old Samsung Blackjack on ebay (slight water damage)... ,pos
1230830102,Oh MY GOD! It's gonna take so long to get to work! This sucks! Chances of me making it home in time to bowl: not good ,neg
1229571243,I think we should all get drunk ,pos
1229138643,gotcha. Haven't used it much. ,pos
1229248779,hi!!! I'm hanging out with billy n Gabe!!! Go get our single!!! ,pos
1230699080,with or without the Ariel attire LOL ,pos
1231033195,"BOB, its really good that you are spreading the word about that amazing dog shelter  love venezia",pos
1228881111,"Mr. Gadila vine la pachet cu Alina acum, cat e super oferta )))",pos
1231096078,your on a roll girl keep it up into 2009 ,pos
1229328717,Good morning Hawaii!! -and world -,pos
1230404159,you forgot about the raindrops on roses and whiskers on kittens ,pos
1231113173,I'm enjoying Damien Rice on your blip DJ stream ,pos
1230159632,USER thank you ,pos
1228910140,ain't that the truth?? now i'm gonna try and get a good fix at the Knitting Factory...should be good. ,pos
1228778950,I totally agree glad im here though!,pos
1230677367,hey chick. just wondering if there's food at this thing tomorrow or if I shld eat 1st!!  ,pos
1229131612,I'm a realitytvwhore. I watch it all. The trashier the better. lol ,pos
1229617066,*yawn* finally getting mobile. Pchem exam in an hour. Definitely getting an A in there .,pos
1230060742,"mah, e convertor2.ro, nu 2.0. l-am pus pe un domeniu nou ca sa nu speriem userii si  sa ii intrebam. n-am zis eu 2.0 ",pos
1228404941,Ok...I like this Oklahoma guy but I wanted Tebow to win the Heisman.  ,neg
1230995730,"woke up at 9.30 am (!?!?!) and now is making some coffee for herself and breakfast for her daughter  I have the day off today, yay! :D",pos
1229279116,yay! one week to go for school holidays  17 days till I fly to south africa!,pos
1229976207,I also wrote the same thing about Major Nelson. ,pos
1231160204,"Hi Tim, yup saw the trailer as well, looks awesome....so u a fan of the movie franchise as well ? ",pos
1230370115,"see, i can't tell, objectively, if tattoed/pierced ppl in general are more kinky, or YOU just attract more kinky ppl. ",pos
1230691484,Huuuuuhhhh?? ,pos
1229151186,making a video now i think... i need to put something new up ,pos
1230180055,"hahaha, that's funny ",pos
1229657337,But that is only available Friday's so rest of the week I eat healthy ,pos
1229704864,follow USER ,pos
1229358067,"nah, I'm a gym girl.  Thx tho! ",pos
1229060135,at home. ,pos
1229447252,oh shit...I know that weather is coming to the Lou then.. ,neg
1230154792,the balcony rocks! happy new year ,pos
1230601025,"best bet on eating organic, stick with the farmers market ",pos
1229471603,Check out our GEAR UP PSA feat. Hawaii's own Bryan Clay.  URL,pos
1229577025,i don't want to look at my psch notes. i don't waaaant to. ,neg
1229570889,Day has started awesome! Got partial pymt for wholesale order and will start that today.  Now to make breakfast.,pos
1228335025,Super divey? Hmm. Sounds like your tweetup might be more fun than ours. ,pos
1228334175,"I am so hungry! I just placed a pizza in the oven, I hope it's good ",pos
1228851231,Listening to The Messiah while I get ready for Christmas - a family tradition.  ,pos
1228791762,Toulousains: Venez  Blog sur Garonne URL ,pos
1230649231,I also agree.  ,pos
1230180735,I'm really depressed... wish I could talk to people.. I miss my old friends.. and I feel all of this is my own fault ,neg
1229168384,In good Latin American culture... it's now 1:00 am and our guest just left ,pos
1230760947,"So very very jelis. :/ And devastated. I just can't top Johnny, no matter how hard I try. ;)",pos
1229958008,& USER I hate calculus... ,neg
1231029114,"CG my wife's favorite - I look just like him, except I'm shorter, have different features, : )",pos
1228706163,done with finals  so pumped. this break will be amazing. going to sleep now then to KMcdonalds lata  sleepy time.,pos
1230036642,Congratulations - I'm glad you won ,pos
1230959865,"I suppose it would help if I hit the ""update"" button before exiting Twitter, eh?  LOL!  Have a SUPER SUNDAY everyone!  ",pos
1229951533,at home. ,pos
1229885232,Justice Michael Kirby is one of my heroes ,pos
1229469881,Glad to hear that ma  How's studying for the finals going?,pos
1229646655,Of my KFC? I would be happy to with you. ,pos
1228546502,Now on the way to my spanish class. I am already late ,neg
1230602123,It's a good feeling to finish a semester of school and know you passed all your classes and graduation is that much closer ,pos
1228854394,"Watching men be boys. Sitting back drinking wine while they fish, gotta get me some of the action just now  and actually catch something",pos
1229041123,aaha..some better use of time at airports ,pos
1230693970,"Awesome, give me an e-mail with your details  My e-mail is: Sean-BrayUSER",pos
1230514471,"mmm, Sonic. I could go for about 40 things off their menu right now, and I just ate dinner! Enjoy something yummy for me. ",pos
1229439074,"Why yes, yes you have  Afternoon ;-)",pos
1228746404,"So here I am the social media diva, but my new client wants me to do public relations for him.  no problem ",pos
1230702967,thanks lau ,pos
1228485619,"Okay, I'll wait until tomorrow ",pos
1229647843,Did i say good morning? Well i am up! And it's cold but oh well  ,pos
1228930626,"More like ""splat."" ",pos
1230278259,"wait, it would me more funnier if it was USER ",pos
1230797771,YAY!    Almost everyone on my friend's list is crunchy if you want to follow some of them!  ,pos
1229841815,"very nice job, welcome to twitter ",pos
1229992101,I agree! There are just some folks that I encounter that desire me to look less unkempt when I come into the office. ,pos
1230752210,i've stocked up on clementines as well. think they're in season at the moment ,pos
1229311686,haha. not annoying at all. I luv this twittershizz ,pos
1229361619,titans lost ,neg
1228796482,a Happy New Year. ,pos
1228786679,enjoy the cookie baking. My mom does a gingerbread house party with the kids. My boys love it. Lots of sugar and messy frosting ,pos
1229999498,i was hooked on the X-Files series back then  Enjoy (again)!,pos
1229172783,And bring tissue!  In case the toilets are TP free.  ,pos
1229970875,Follow USER as he's travelling all around the world! ,pos
1229460910,"If you can, I highly recommend an eSATA drive; much faster than USB 2.0.  I have 2 of these - URL. ",pos
1229294398,"USER Seems like we're all braaing today, eh...? lol ",pos
1229722911,I'm rather enjoying this hat of yours as I scroll up and down- reminds me of the 'no wammys' board  (compliment btw),pos
1228809874,is really scared  &lt;RobbieRighteous&gt;,neg
1230332674,so my new NY rez is that next year I will not stay home  unless of course i'm sick again. Coming to SoCal anytime soon?,pos
1229874656,"OMG! British Library bans Firefox on the desktop, that'll decrease productivity and increase cost to us, the taxpayer, it's ludicrous ",neg
1228927383,remembered I had my fingers in a jar of jalapeos AFTER I stuck them in my eye. owwie. ,neg
1229473234,"Tadaaan..xmas present for my bro!!! (only QOS left, uff &gt;.&lt;) And he's already opening it, ehmz...  URL",neg
1228578642,Happy new year ,pos
1229121485,Good Morning Jackie ,pos
1230727494,,pos
1230703047,I'll be volunteering today at the nursing home where my late mum lived! Don't worry about spoilers! ,pos
1228711532,"just want to say ur an amazing photog.  Thx to USER for telling me about you ... good luck  Cheers, Justin",pos
1230154249,"Life is a tragedy for dreamers, a comedy for doers n reality for achievers ",pos
1229142186,Working USER friends site.. Linksys Router.. firmware upgrade to 1.12 seems to have fixed my issues.  WAG54GS ,pos
1230525979,"Although I'm back to work, today's the quietest, most restful day I've had since I was in the office before Xmas ",pos
1228940563,*New*: Throwback #3: Friday's Dessert 12/26Originally posted 4/3/08)I love sweet treats and for those w.. URL,neg
1229727234,"Have fun with Scty Chertoff, I'm going to meet up with USER instead of driving for 5 hours today.  ",pos
1229161273,Safely back in my room. Going to bed now. I've decided my future wife must occasionally allow me to have gaming nights with the guys. ,pos
1229281011,had a great walk with Michael while dad took the girls to McKay's. he and i did some scouting out at the christmas tree lot. good day ,pos
1230158501,"Good idear, I'm going to look into this ",pos
1230685457,cud u manage to take a look at the mind map on social CRM I'd shared yesterday?- URL ,pos
1230665623,"Merry Christmas, duder! ",pos
1228219161,Last full day of school is over  Semester finals tomorrow :/,pos
1229278599,well both are about balls but I know which I'd go for ,pos
1230068398,Yay! Down to 193!! Please take a second to vote  URL,pos
1229583894,"Playing Wii at my grandmas house with my brother & mom. Haha, w00t! We're trying to convince grandma to do it   URL",pos
1229036497,gahhh tows suck. I'm sorry. ,neg
1229638188,ah (,neg
1229002591,had an awesome night with friends AGAIN I love the holidays. g'night!,pos
1230569228,Yay I am officially done with my accounting class  I'm so glad I made it through this semester LOL,pos
1228963149,"Ohio, to late to hang out with the kids, but have plans with them tomorrow... ",pos
1227349607,Retweeting USER Our iPhone 3G is now unlocked. Details coming soon in the blog.. ,pos
1230260504,those 2 twins drowning was heartbreaking  It's so sad that there's been so many in the last few weeks,neg
1230118774,thanks -- I do feel too many of my releases have all the funnability of the Book of Job. Not my strong suit ,pos
1228427375,Everytime I wanna say something to someone they have to go ,neg
1230069576, my mom recorded Breakfast at Tiffany's... Perfect,pos
1229531033,best of luck! hang in there. ,pos
1230225520,LOL Cheryl I am ,pos
1230092655,"Mandatory meeting today, must be in attendance. Had to come in to work. BOO!! Oh well, I'll be working from home on Thursday. ",pos
1230978185,basics are best taught at w3scgools.org and the CMS tutorials can be refered from their respective sites I prefered joomla ,pos
1229969974,he was with Jessie yesterday but now he's here with me ,pos
1228784311,now you know  I also have a post about writing achievable blogging resolutions: URL,pos
1228953403,have you sent me an email yet?   just wanted to make sure I didn't miss it!! ,pos
1229366361,Toothache. Gonna die.  Sad panda.,neg
1229459765,movie was amazing..meetin up with the str8s for dinner,pos
1229101029,no hulu for Australia! ,neg
1229377319,Not just gag ... barf. ,pos
1229298838,URL read the article. You'll understand. Very sorry ,pos
1230165412,"Dude, sorry to hear that ",neg
1230048642,"argh, still dont see gmail themes for my a/c. My wife is taunting me with her themes  Buck up Google.",neg
1230904534,"Making pedal boards for guitarists, is fun! lol. ",pos
1229394265,Congrats on the anniversary! ,pos
1230327504,thank you i tried my hardest ,pos
1229295673,URL diggen the fight! ,pos
1228764372,"I blame your GPS, or iPhone's ",pos
1228829383,Sorry!!,neg
1229014507,how about a fan of cricket in general? at least a mini-fan ,pos
1229729545,'grats ,pos
1230939310,"*sigh* oh, Karrine. You said the phrase ""Sluts with Butts"" on a site called MomLogic.com. You fuck'n rule!  LMAO",pos
1230435965,"to se mate  ja doufam, ze se ke stromku dostaneme letos aspon driv jak ve 21h. stedry den je proste sila u nas doma. ",pos
1229679759,Just let the beagle out to pee and Smokey in... Its raining.  Off to play COD,neg
1231183764,my homeboy USER is on twitter now ~ he makes internetz awesome ,pos
1229089144,had an amazing conversation with guy from Friday. he's a doll...happy and off to bed ,pos
1228505975,"lol u dont wana see me on the tennis game, im good! ",pos
1231065682,Lol! Conchords are brilliant ,pos
1230048518,Vanmiddag is't Hook op TV ,pos
1230091652,"remeber the other ""cuts"" that happened a few weeks ago.....may not be ""our"" NSA, but another Govt doing it ",pos
1231203215,Wow! That's an awesome amount of sleep  Well done Carson!,pos
1230527378,"Just finished filming a video. But you don't care. You just want to read gross, creepy, or perverted things from me.  That's lame!!!",neg
1229544371,"Yet ""silence"" that equates to listening and giving space is a speech in itself most of us are not trained in. ",pos
1228773544,i have nothing green... everyone else can dress in green and just pretend i am ,pos
1230189381,and painfulmeet me sdmewhere and well go to the hospital for our pains!,neg
1229030831,Evolution temporary tattoos! Wear Darwin or the tree of life sketch from Origin for his 200th & Origin's 150th URL ,pos
1230059333,I confess I like songbirds enough to follow them south.... ,pos
1230868994,that sucks ,neg
1230706412,I am a bit afraid to learn. I stick to skiing. We have great mountains in Alberta ,pos
1230632182,USER OMB meet SB!.,pos
1229086865,Just watched the prize draw video of MIR Christmas Presents URL - I'm a winner! Thanks USER and 118118 too ,pos
1228946931,"I LOVE Rubio's,too! esp.fish tacos, I'll be in CA soon and that's on my to do list ",pos
1229525876,U ook hier  druk aan het programmeren nog?,pos
1230493686,Morning all. What's everyone got planned for today? USER me. ,pos
1230790444,power gone... laptop battery charged to 100% . am covered ,pos
1229998413,yay for professors changing assignments ,pos
1229113047,"parada, dame pres web koncert  btw ty mas xbox?",pos
1230970763,I know  but I miss you ,neg
1229189358,evidently i look like a dirty british rocker. ,pos
1230850438,"gonna watch ""P.S. I love you"" and then Off to bed  Nighty...",pos
1230511227,just realised how often my updates involve food ,pos
1228420617,"it's morning, I'm in Florida, enjoying the ""cold winter days"" here  Reading news about riots in Iceland.",pos
1229559503,Thanks for the follow USER  Welcome to the crazy!  ,pos
1228493128,u2 mate.. ,pos
1230971729,I just called you bangin' at producin videso ,pos
1228766743,hah! you can come round and test it out anytime. Or throb your knob. Whatever floats your boat. I prefer Guitar Hero personally,pos
1229901931,"My job for the rest of today: ""familiarize yourself with the computers"". Uh...done. lol USER old people who have trouble with this stuff. ",pos
1229791626,bops to URL g'night world ,pos
1229144471,says thanks! : ),pos
1229088007,"Hope to see ""zero size"" Air Hostesses on AIR INDIA flight  URL",pos
1230691493,w00t! Last final and i'm done ,pos
1226631312,"...but FUN work.  I'm lovin' the challenge!  Go NFL, right now you are keeping me young and getting me $$!  (God is good!)  ",pos
1229493837,I &lt;3 snob scrilla. He gives me butterflies & wicked beats. He (and his rhymes) are sexual chocolate... I think i'll have his babies  haha,pos
1230337984,That's cool! ,pos
1230829474,well the girl running the printing room has left early today so cant finish my tee til friday,neg
1229467986,yay xmas tree! but i is lazy! ,neg
1228839146,"Schweeeet. Camera crews are settin' up, and I'm looking totally ripped! Beefcake...BEEFCAKE!!!  Good luck with that.",pos
1230757375,"well he's not twinkling Jay, so he may be ok  merry Christmas",pos
1229845186,LOL that about the ratio of shoreline pastors to bibles and I have my right here. ,pos
1228931248,working on an educational logo. Client said: no apples and no Comic Sans and of course I fully agree ,pos
1230756436,Wormie Christmas filler art is done  Will go live on Christmas Eve...,pos
1229916873,Why do you hate all Canadians? ,pos
1229894518,not a chance. im planning to keep my blood free of alcohol ,pos
1230171412,"oh, thanks. my mom'd get me ginger tea. that works superb, but I don't like the teste..well,  but have to try. ",pos
1225863002,Feeling *somewhat* guilty for introducing USER to the Smiles app. ,pos
1228581595,I'd have to unfollow you first.  Probably defeats the purpose.  ,pos
1230324522,Luv the antlers ,pos
1229627333,"oh yeah, the joy of having an application in different languages ",pos
1228713105,"Good non - answer?  I remember the days being subscribed to you, Micheal Verdi?, Jay Dedman and Josh Leo via the FIREANT app ",pos
1227737377,"Smokey and the Bandit on TV. Wow I cant believe I'm excited about it. Well, better than BJ and the Bear but not Cannon Ball Run. ",pos
1229035056,I live in southtown StL. Where's your fam? We celebrated new year's eve with booze. Happy 2009 to you! ,pos
1230509223,Morning dollface! ,pos
1228842212,Ouch. Sorry.  I would be irritated too.,neg
1229101529,ok is better than bad so glad to hear that. ,pos
1228774353,"when are the ""Chin World Tour"" concert T's available? ",pos
1229951629,Ah right. Never knew they did one. I know FAB do. USER Ferpectly. :p I shall have yo fiver soon. ,pos
1229514002,Aww.  Hopefully things work out.,neg
1225752362,"Re-pinging USER USER Photos of anorexia, please. Yes please ",pos
1231060129,Awake in the small hours ,neg
1229084925,Aw. I was just trying to help you out ,pos
1230979407,"i have never been there, but i have been upstairs at Tbones, which is not bad ",pos
1229034297,Headed back to bed after a great game and TWO HOURS at Pizza Inn-'all you can eat'! There are no words ,pos
1229306418,makin another round of cookies & shortbread before heading to our first round of family Christmases.  Happy Saturday everyone!  ,pos
1229033946,"(bum, finger slippage) but is Christmas Eve Eve a proper 'day'? Oxfordshire is full of chavs. I don't know what that means ",pos
1229737881,evening yoga ,pos
1228496738,"- wow, I so 100% was not expecting to read something like that right now...    hahaha",pos
1228787592,"ty, I'm glad that you're glad I went out and had fun! Now I need more coffee though ",neg
1230068199,And was it a good 4 minutes outside? ,pos
1230362313,"Yeah, Like I'm going to Tweet This is a recorded message at the end of the tweet please leave a message  ",pos
1229065084,Snow has started ,pos
1229798989,Never had eggplant until I had eggplant parmesan in October 2007. Eggplant in garlic sauce sounds good. ,pos
1230248341,I am going to the gym too- I have a bet going ,pos
1230663419,"On second thought, if my PDA gets a signal in podunk, I may still be able to play. ",pos
1229114030,MAc OS X 10.5.6 is out. I'm taking the plunge. Who is with me? ,pos
1229927969,USER USER heu? hue? XD woy woy masih siang woy ),pos
1230920854,"I do like the idea and have been looking for something like this, I am getting the others to signup to to see how it works ",pos
1228279395, same to you,pos
1230342626,picture frame people. lmao ,pos
1229708506,Is facebook alot better than myspace? haven't gone there yet.  haven't been active on myspace for about 7 months  NOW I need to UPDATE!,neg
1229272976,Yes! Set me a place at table I'm on my way. ,pos
1230868439,Oh dear.. sorry to be flippant at the expense of your culinary effort..disaster for the kids? Sorry.. ,neg
1229831088,enjoy your coffee meeting ,pos
1230004520,To me this is not just a miss. Our intelligence and defences were caught napping and with their pants down.  ,neg
1228170710,Good. Glad I heeded your advice and stayed home  URL,pos
1226596621,I think s45 is 2 busy w/Dinton n that other place 2 twitter. I think that is very sad  I'm not going 2 that other place. I don't have time,neg
1229651312,everyone say hi to SARGENTO CHEESE! showing them twitter,pos
1230075317,I dance pop/hip hop mostly. its an awesome work out. Also do carmen electras work outs  spice it up a little! oo la la,pos
1229118807,RT USER 50+ Websites Submitted by the Designers Themselves -- URL -- with the other 26 coming tomorrow ,pos
1230269858,I'm glad technology amuses me to no end.  ,pos
1229380104,- case of the 140 not making sense. Sorry. Thank you. I just didn't understand the last one. Thanks for the depth. : ),pos
1229485206,"yeah, leave some out for me coz my wedding today doesn't start till late ",pos
1229282523,"ok, i just had to get a santa hat  check my bad avatar ",pos
1228329636,Getting ready to go to a YUMMY lunch with a great friend...Pastor Rachel!  Love you girl!!!,pos
1230506328,"Oh geeze...I don't ""do"" barf. Blood, poop, all other bio-hazards but not barf. Sending up a ""flash prayer"" just for u   ",pos
1228617726,"Well go back and get some video footage of the mini-keg!!  I wanna see it!!    Merry Christmas, y'all.",pos
1230366483,"oh geez, we can relate...sorry to hear.  If you need your furnace igniter replaced, just holla.   I know someone ",pos
1229926396,"... yes ... based on a brief meeting at 2008 OpenEd conf., USER seems more edu-niceguy than edupunk ",pos
1230883365,"""oooooook, seeee you later "" hahah so sweet ",pos
1229921635,www.questionablecontent.net nicely gets at the problem with militant believers AND militant atheists. ,pos
1229051909,Two blog posts coming up with content purely driven by YOU GUYS! Thanks. ,pos
1230922824,Doing a small work-out at home. Need more weight   URL,neg
1230788507,christmas break is awesome. i'm gonna miss it when i'm older ,neg
1229008786,"sometimes greedy is good.  let's your shadow side out of the box, no?  ",pos
1229563354,"I think im about to catch some ZzZzzs... reflecting back--- today was a good day 
mscrismusic.com",pos
1228950498,email me USER thebassmanUSER and we can go over specifics... ,pos
1229576014,"Congrats, and well deserved I'm certain ",pos
1228827508,"My mum amber and i walked 6 miles today, just to get chains for my mums vehicle. .  going to bake cookies now! Yay!!!",pos
1230003912,Chilod number 2 is signing up for wrestling.  This means it's time to knit a Luchador mask for him ,pos
1230686719,"Gdnite all   as well!

BMW : )",pos
1229756481,"Listen, if you can't have fun, what the hell is the point of living? Enjoy every day. Things are never as bad as they seem.  ",pos
1226348266,"- glad you had a good visit! The photos speak for themselves, they are beautiful ",pos
1228874798,Very full from eating at the new Sushi train near my house! ,pos
1228222271,"Indeed! At least, I hope it's comfy...  It's got a bit of  50s style to it.",pos
1228989550,thanks so much! do a little table dancing for me ,pos
1230420667,"Hi Sharon, if you want to discuss Ecommerce just shout ",pos
1229698731,Typesetting  F. Scott FitzgeraldÕs short story ÒThe Curious Case of Benjamin ButtonÓ online. IsnÕt vacation wonderful? ,pos
1231208435,u r on a roll ,pos
1230197636,I checked there isn't! ,pos
1230779795,awww thats why you have been M.I.A in plurk..  hope all is well.. *hug* miss you mandilicious!,neg
1228922994,'wii' bowling nit... dat sounds like fun  perfect snowy nit 2!,pos
1231286064,im sick of my bad luck. thought my truck was fixed? wrong. now i probably aint goin to texas...and wont get to see my dad for christmas.. ,neg
1229241564,"this is true, the best tasting meals are always made with love! What a fun time ",pos
1228905753,is cold! and my flatmates wont put the heating on  time for the electric blankett i think =D,neg
1229661141,dont hate. its coming along NICELY. me and nepa.... we're goood. ,pos
1228758033,my video is working now  enjoy URL,pos
1228760528,GOOD MORNING Early bird ,pos
1229837411,"When in August. I have travel plans that month as well, but mine are flexible. Let me know.  YAY! :D Of course I'm serious!",pos
1228803869,Chance of flurries after midnight.   ,pos
1229458804,"URL - The Tags: puppy. lmao, that's not a size of a puppy. ) you make me laugh Michael James!!",pos
1229365677,come to work with me!  ,pos
1228248386,thank you for finding and posting the flight info for our Park City trip ,pos
1230926512,"#bcliverpool SEO SITE CLINIC after lunch, please bring your url :P, it might work it might go tits up... lets see ",pos
1229802195,Still recovering from an operation so no drinking for me unfortunately   How about you?,neg
1230280383,,neg
1229814756,"That's not even counting spam - or my other inboxes. you'd think for all the email, I'd be more popular. ",pos
1229701123,"And now so does he!  I have to catch up on season 2 as I've missed the last two episodes, when i have a spare 10 mins- like now ",pos
1229844600,"I have to admit, though.. I let you down, Twitter friends. I bumped into Leah 2 weeks ago at CupcakeCamp, and didn't say anything creepy ",neg
1229615910,"I WAS sleeping until this phone vibrated in my hand. Thanks a lot. 
9na ",pos
1230142942,your welcome  i hope all the elves enjoyed it,pos
1231219019,awesome! Glad you had a restful nice day.  I had a good one too thank you for asking ,pos
1230532110,i wish u were here  ,neg
1228744919,xmas cake muffins x 24 baked - tick. pearl barley salad marinading - tick. compost distributed around garden - tick.i can  haz nap plz ,pos
1229192748,"What can I say? CouchDBis perfect for that task and it makes adding services so easy  Then again, you can't have comments on them.",pos
1229145153,hi there ,pos
1228495610,"LOL if I buy a fridge, amazon recommends Wii Fit ",pos
1228092110,"It better be a party... where's the booze! oh, speaking of which, where is my apple pie?! ",pos
1229650949,Kick. Ass. That sounds so much an incredible experience ,pos
1229420064,"aww, that sounds like fun ",pos
1229828862,"damnit! people are dropping off my list again. I just had to re-add USER I've been stalk, er, following her for centuries ",neg
1229413554,the only negative thing is that it slows your connection slightly. but seeing free premium TV makes it worth it! ,pos
1227534204,Odd biz advice but It might be a great place to find a lawyer.  sorry the perv slipped out for a sec.,pos
1228798046,just got home from a fun night with the fam ,pos
1230435527,be safe ))),pos
1229867769,toilet training lol I'm about to embark on my last toilet training mission with our youngest child ,pos
1229132866,Nice! So I guess you have plans for this weekend? ,pos
1229912857,"Happy is she who is easily amused  I'll drink to that,right?",pos
1231168956,Maybe I need some shades on my pic too then ,pos
1230135246,Aw I'm sorry sweetie. I know how that is We had to do the same to my dog of 17 years.,neg
1229170804,"actually you can't get 'twitterer' license plate, too long. you could get 'twitter'  though. or 'tweeter' ",pos
1229596774,"No sympathy even though I had to watch that Oakland vs. San Diego ""football"" game?  Dude, that was brutal ",pos
1231116387,Started the day right & it turned out to be a smokin' good day!  USER  Thanks for the positive reinforcement this morning ,pos
1228713265,lol USER damned school computers is should logout more ,pos
1228858580,This one's really nice...  So tempting   URL,pos
1227615191,Hokey smokes! PowerSquid Woot! sold out before 7:00 AM! Not fair. ,pos
1229297310,I agree. I guess its a Raaz only he is aware of. ,pos
1230820486,for sure - it seems that I am truly the geek I always dreamed I was - yay me ,pos
1229389698,cool - looks much better ,pos
1230059083,Oh the pain you will have to endure for the next few days !!.. Stick to soup n iced drinks. It's worth it in the end ,pos
1229036282,"my internet access is all over the place today. Up and down, slow then fast... doesn't it know I have lots of stuff going on today!? ",pos
1229997741,Hmm don't have my conversation style text messaging but I do have voice guided turn-by-turn gps. ,pos
1230175087,"With hindsight, I could have bought a disc game instead, maybe resistance2 or ghwt",neg
1229840817,"Me, too. I must admit that I absolutely adored Donna. So sad for her.  I'm looking forward to the Christmas special tho!",neg
1229395230,"haha! that's what I get for being in a hurry! Yes, I meant www.stylemepretty.com  Thanks for the correction!",pos
1231129506,Tomorrow's blog post is written.    If only I had the PB recipes.,pos
1230322229,"So the answer is ""yes."" ",pos
1229560149,cold & windy here in indy. just bein lazy. isn't that what vacation is for? ,pos
1229432896,Hello all. Doing Biology homework. Parents are off out tonight ,pos
1228417371,Sorry.  Parents ARE lame. You can eat them when you become a vampire and that will make you feel better. I promise.,neg
1228176163,Getting random bits n bobs done....looking forward to gigging with The Reoffenders in The Crawford in Exeter later ,pos
1228275799,"I haven't either, but that's because I chose not to, bahahahah! &gt;",pos
1229214098,nothing like a freshly formatted computer : ),pos
1229140781,"kill me, going into the office. ",neg
1229208279,Good morning Tiffany. ,pos
1227146549,"Just posted a VooDooLounge Video..check it out, leave comments, SUBSCRIBE too  URL What happens in Vegas..;)",pos
1229015719, Any time...,pos
1228634709,of course! It's the only quality tasting one out there. ,pos
1229893049,URL - Got the last sled at target! Now to really play! Here r the marks from my donuts I did. ,pos
1229106581,LoL. Aw thanx baby for takin my side ,pos
1229330578,i am protesting this sat though at the malls ,pos
1230264759,"It will be a very merry Chrismas for my sweet lady. Oh yes, it will . She deserves it.  URL",pos
1229716921,any cool tom jones remixes i should know about??? ,pos
1230672531,Cookies coming out of the oven have to go...we're waiting for Santa and now will go read Christmas stories ......Merry Christmas ,pos
1230349061,I don't get to see my oldest daughter for Christmas. Her flight is delayed in Portland. ,neg
